ListID,ListName,LogID,Latitude,Longitude,Depth,Timestamp,ItemID,ItemName,Location,Material ID,Material Description,Year,Quantity
22,Marine Debris Items,245628,48.97212363,-123.0843543,-17.61907959,2.02E+13,181,Plastic Bottle or Container Caps,"Point Roberts, WA",4,PLASTIC,2016,1
22,Marine Debris Items,245629,48.97211754,-123.0843593,-17.84545898,2.02E+13,178,Balloons and/or string,"Point Roberts, WA",4,PLASTIC,2017,1
22,Marine Debris Items,246405,43.46038364,-70.38077791,-23.07171631,2.02E+13,185,Cigarette lighters/tobacco packaging,"Biddeford, ME",4,PLASTIC,2012,1
22,Marine Debris Items,246406,43.46036505,-70.38074406,-23.8069458,2.02E+13,202,Plastic or Foam Fragments,"Biddeford, ME",4,PLASTIC,2013,1
22,Marine Debris Items,246407,43.46036508,-70.3807441,-23.81835938,2.02E+13,202,Plastic or Foam Fragments,"Biddeford, ME",4,PLASTIC,2014,1
22,Marine Debris Items,246408,43.46034068,-70.38070726,-22.89157104,2.02E+13,202,Plastic or Foam Fragments,"Biddeford, ME",4,PLASTIC,2015,1
22,Marine Debris Items,246410,43.46033589,-70.38069033,-20.9052124,2.02E+13,187,Cigarettes,"Biddeford, ME",4,PLASTIC,2016,1
22,Marine Debris Items,246411,43.46033704,-70.38069389,-20.68197632,2.02E+13,202,Plastic or Foam Fragments,"Biddeford, ME",4,PLASTIC,2017,1
22,Marine Debris Items,247806,35.8473053,-75.62185669,4.762722015,2.02E+13,189,Foam or Plastic Cups,"Wanchese, NC",4,PLASTIC,2009,50
22,Marine Debris Items,247807,35.8473053,-75.62185669,4.762722015,2.02E+13,195,Plastic Food Wrappers,"Wanchese, NC",4,PLASTIC,2010,10
22,Marine Debris Items,247808,35.8473053,-75.62185669,4.762722015,2.02E+13,196,Rubber Gloves,"Wanchese, NC",4,PLASTIC,2011,2
22,Marine Debris Items,247809,35.8473053,-75.62185669,4.762722015,2.02E+13,199,Other Plastic Jugs or Containers,"Wanchese, NC",4,PLASTIC,2012,2
22,Marine Debris Items,247810,35.8473053,-75.62185669,4.762722015,2.02E+13,201,Personal care products,"Wanchese, NC",4,PLASTIC,2013,2
22,Marine Debris Items,247811,35.8473053,-75.62185669,4.762722015,2.02E+13,202,Plastic or Foam Fragments,"Wanchese, NC",4,PLASTIC,2014,10
22,Marine Debris Items,247812,35.8473053,-75.62185669,4.762722015,2.02E+13,205,Plastic Utensils,"Wanchese, NC",4,PLASTIC,2015,2
22,Marine Debris Items,247813,35.8473053,-75.62185669,4.762722015,2.02E+13,207,Straws,"Wanchese, NC",4,PLASTIC,2016,8
22,Marine Debris Items,247814,35.8473053,-75.62185669,4.762722015,2.02E+13,177,Plastic Bags,"Wanchese, NC",4,PLASTIC,2017,12
22,Marine Debris Items,249191,33.9321022,-83.37055969,192.6466217,2.02E+13,179,Plastic Bottle,"Athens, GA",4,PLASTIC,2011,2
22,Marine Debris Items,249192,33.9321022,-83.37055969,192.6466217,2.02E+13,181,Plastic Bottle or Container Caps,"Athens, GA",4,PLASTIC,2012,3
22,Marine Debris Items,249193,33.93211746,-83.37055206,192.7163086,2.02E+13,187,Cigarettes,"Athens, GA",4,PLASTIC,2013,1
22,Marine Debris Items,249194,33.93207169,-83.37049866,192.5927887,2.02E+13,181,Plastic Bottle or Container Caps,"Athens, GA",4,PLASTIC,2014,3
22,Marine Debris Items,249196,33.93206406,-83.37050629,192.4103088,2.02E+13,195,Plastic Food Wrappers,"Athens, GA",4,PLASTIC,2015,1
22,Marine Debris Items,249197,33.93206406,-83.37050629,192.4103088,2.02E+13,187,Cigarettes,"Athens, GA",4,PLASTIC,2016,1
